weight,name,tags,path
0,"Margin of error for Vacant-for-sale-only and Sold, Not Occupied Housing Units",technical|costs and value,data/columns/us/census/acs/B99252/moe/B992520001.json
0,"Margin of error for Imputed in Vacant-for-sale-only and Sold, Not Occupied Housing Units",technical|costs and value,data/columns/us/census/acs/B99252/moe/B992520002.json
0,"Margin of error for Not imputed in Vacant-for-sale-only and Sold, Not Occupied Housing Units",technical|costs and value,data/columns/us/census/acs/B99252/moe/B992520003.json
