weight,name,tags,path
0,Response Rate in Population in Group Quarters,technical|group quarters,data/columns/us/census/acs/B98022/B98022001.json
0,Nonresponse Rate in Population in Group Quarters,technical|group quarters,data/columns/us/census/acs/B98022/B98022002.json
0,Group Quarters Person Refusal Nonresponse Rate Group Quarters Population Response and Nonresponse Rates With Reasons in Population in Group Quarters,technical|group quarters,data/columns/us/census/acs/B98022/B98022003.json
0,Unable To Locate Group Quarters Person Nonresponse Rate Group Quarters Population Response and Nonresponse Rates With Reasons in Population in Group Quarters,technical|group quarters,data/columns/us/census/acs/B98022/B98022004.json
0,Resident Temporarily Absent Nonresponse Rate Group Quarters Population Response and Nonresponse Rates With Reasons in Population in Group Quarters,technical|group quarters,data/columns/us/census/acs/B98022/B98022005.json
0,Language Problem Nonresponse Rate Group Quarters Population Response and Nonresponse Rates With Reasons in Population in Group Quarters,technical|group quarters,data/columns/us/census/acs/B98022/B98022006.json
0,Insufficient Data Nonresponse Rate Group Quarters Population Response and Nonresponse Rates With Reasons in Population in Group Quarters,technical|group quarters,data/columns/us/census/acs/B98022/B98022007.json
0,Group Quarters Person Other Reason Nonresponse Rate Group Quarters Population Response and Nonresponse Rates With Reasons in Population in Group Quarters,technical|group quarters,data/columns/us/census/acs/B98022/B98022008.json
0,Whole Group Quarters Refusal Nonresponse Rate Group Quarters Population Response and Nonresponse Rates With Reasons in Population in Group Quarters,technical|group quarters,data/columns/us/census/acs/B98022/B98022009.json
0,Whole Group Quarters Other Reason Nonresponse Rate Group Quarters Population Response and Nonresponse Rates With Reasons in Population in Group Quarters,technical|group quarters,data/columns/us/census/acs/B98022/B98022010.json
