weight,name,tags,path
0,Total Population in Occupied Housing Units,age|housing|tenure|physical characteristics|sex,data/columns/us/census/acs/B25033/B25033001.json
0,Owner occupied in Population in Occupied Housing Units,age|housing|tenure|physical characteristics|sex,data/columns/us/census/acs/B25033/B25033002.json
0,"1, detached or attached Owner occupied Total Population in Occupied Housing Units",age|housing|tenure|physical characteristics|sex,data/columns/us/census/acs/B25033/B25033003.json
0,2 to 4 Owner occupied Total Population in Occupied Housing Units,age|housing|tenure|physical characteristics|sex,data/columns/us/census/acs/B25033/B25033004.json
0,5 or more Owner occupied Total Population in Occupied Housing Units,age|housing|tenure|physical characteristics|sex,data/columns/us/census/acs/B25033/B25033005.json
0,Mobile home Owner occupied Total Population in Occupied Housing Units,age|housing|tenure|physical characteristics|sex,data/columns/us/census/acs/B25033/B25033006.json
0,"Boat, RV, van, etc. Owner occupied Total Population in Occupied Housing Units",age|housing|tenure|physical characteristics|sex,data/columns/us/census/acs/B25033/B25033007.json
0,Renter occupied in Population in Occupied Housing Units,age|housing|tenure|physical characteristics|sex,data/columns/us/census/acs/B25033/B25033008.json
0,"1, detached or attached Renter occupied Total Population in Occupied Housing Units",age|housing|tenure|physical characteristics|sex,data/columns/us/census/acs/B25033/B25033009.json
0,2 to 4 Renter occupied Total Population in Occupied Housing Units,age|housing|tenure|physical characteristics|sex,data/columns/us/census/acs/B25033/B25033010.json
0,5 or more Renter occupied Total Population in Occupied Housing Units,age|housing|tenure|physical characteristics|sex,data/columns/us/census/acs/B25033/B25033011.json
0,Mobile home Renter occupied Total Population in Occupied Housing Units,age|housing|tenure|physical characteristics|sex,data/columns/us/census/acs/B25033/B25033012.json
0,"Boat, RV, van, etc. Renter occupied Total Population in Occupied Housing Units",age|housing|tenure|physical characteristics|sex,data/columns/us/census/acs/B25033/B25033013.json
