weight,name,tags,path
0,Margin of error for Renter-occupied Housing Units Paying Cash Rent,housing|physical characteristics,data/columns/us/census/acs/B25054/moe/B25054001.json
0,Margin of error for Complete kitchen facilities in Renter-occupied Housing Units Paying Cash Rent,housing|physical characteristics,data/columns/us/census/acs/B25054/moe/B25054002.json
0,Margin of error for Meals included in rent Complete kitchen facilities Kitchen Facilities in Renter-occupied Housing Units Paying Cash Rent,housing|physical characteristics,data/columns/us/census/acs/B25054/moe/B25054003.json
0,Margin of error for No meals included in rent Complete kitchen facilities Kitchen Facilities in Renter-occupied Housing Units Paying Cash Rent,housing|physical characteristics,data/columns/us/census/acs/B25054/moe/B25054004.json
0,Margin of error for Lacking complete kitchen facilities in Renter-occupied Housing Units Paying Cash Rent,housing|physical characteristics,data/columns/us/census/acs/B25054/moe/B25054005.json
0,Margin of error for Meals included in rent Lacking complete kitchen facilities Kitchen Facilities in Renter-occupied Housing Units Paying Cash Rent,housing|physical characteristics,data/columns/us/census/acs/B25054/moe/B25054006.json
0,Margin of error for No meals included in rent Lacking complete kitchen facilities Kitchen Facilities in Renter-occupied Housing Units Paying Cash Rent,housing|physical characteristics,data/columns/us/census/acs/B25054/moe/B25054007.json
