weight,name,tags,path
0,Population in Households With a Householder Who Is White Alone,race|families,data/columns/us/census/acs/C11002A/C11002A001.json
0,In family households in Population in Households With a Householder Who Is White Alone,race|families,data/columns/us/census/acs/C11002A/C11002A002.json
0,In nonfamily households in Population in Households With a Householder Who Is White Alone,race|families,data/columns/us/census/acs/C11002A/C11002A003.json
