weight,name,tags,path
0,Margin of error for People Who Are White Alone,age|race|sex,data/columns/us/census/acs/B01002A/moe/B01002A001.json
0,Margin of error for Male,age|race|sex,data/columns/us/census/acs/B01002A/moe/B01002A002.json
0,Margin of error for Female,age|race|sex,data/columns/us/census/acs/B01002A/moe/B01002A003.json
