weight,name,tags,path
0,Margin of error for Renter-occupied Housing Units Paying Cash Rent,housing|physical characteristics,data/columns/us/census/acs/C25054/moe/C25054001.json
0,Margin of error for Complete kitchen facilities in Renter-occupied Housing Units Paying Cash Rent,housing|physical characteristics,data/columns/us/census/acs/C25054/moe/C25054002.json
0,Margin of error for Lacking complete kitchen facilities in Renter-occupied Housing Units Paying Cash Rent,housing|physical characteristics,data/columns/us/census/acs/C25054/moe/C25054003.json
