weight,name,tags,path
1,Occupied Housing Units With a Householder Who Is Asian Alone,housing|race|families|tenure,data/columns/us/census/acs/B25003D/B25003D001.json
1,Owner occupied in Occupied Housing Units With a Householder Who Is Asian Alone,housing|race|families|tenure,data/columns/us/census/acs/B25003D/B25003D002.json
1,Renter occupied in Occupied Housing Units With a Householder Who Is Asian Alone,housing|race|families|tenure,data/columns/us/census/acs/B25003D/B25003D003.json
