weight,name,tags,path
0,"Margin of error for Population in Households With a Householder Who Is White Alone, Not Hispanic or Latino",race|families,data/columns/us/census/acs/C11002H/moe/C11002H001.json
0,"Margin of error for In family households in Population in Households With a Householder Who Is White Alone, Not Hispanic or Latino",race|families,data/columns/us/census/acs/C11002H/moe/C11002H002.json
0,"Margin of error for In nonfamily households in Population in Households With a Householder Who Is White Alone, Not Hispanic or Latino",race|families,data/columns/us/census/acs/C11002H/moe/C11002H003.json
