weight,name,tags,path
0,Population 3 Years and Over,education,data/columns/us/census/acs/C14002/C14002001.json
0,Enrolled in school in Population 3 Years and Over,education,data/columns/us/census/acs/C14002/C14002002.json
0,"Enrolled in nursery school, preschool in Population 3 Years and Over",education,data/columns/us/census/acs/C14002/C14002003.json
0,"Public school Enrolled in nursery school, preschool Level of School in Population 3 Years and Over",education,data/columns/us/census/acs/C14002/C14002004.json
0,"Private school Enrolled in nursery school, preschool Level of School in Population 3 Years and Over",education,data/columns/us/census/acs/C14002/C14002005.json
0,Enrolled in kindergarten in Population 3 Years and Over,education,data/columns/us/census/acs/C14002/C14002006.json
0,Public school Enrolled in kindergarten Level of School in Population 3 Years and Over,education,data/columns/us/census/acs/C14002/C14002007.json
0,Private school Enrolled in kindergarten Level of School in Population 3 Years and Over,education,data/columns/us/census/acs/C14002/C14002008.json
0,Enrolled in grade 1 to grade 4 in Population 3 Years and Over,education,data/columns/us/census/acs/C14002/C14002009.json
0,Public school Enrolled in grade 1 to grade 4 Level of School in Population 3 Years and Over,education,data/columns/us/census/acs/C14002/C14002010.json
0,Private school Enrolled in grade 1 to grade 4 Level of School in Population 3 Years and Over,education,data/columns/us/census/acs/C14002/C14002011.json
0,Enrolled in grade 5 to grade 8 in Population 3 Years and Over,education,data/columns/us/census/acs/C14002/C14002012.json
0,Public school Enrolled in grade 5 to grade 8 Level of School in Population 3 Years and Over,education,data/columns/us/census/acs/C14002/C14002013.json
0,Private school Enrolled in grade 5 to grade 8 Level of School in Population 3 Years and Over,education,data/columns/us/census/acs/C14002/C14002014.json
0,Enrolled in grade 9 to grade 12 in Population 3 Years and Over,education,data/columns/us/census/acs/C14002/C14002015.json
0,Public school Enrolled in grade 9 to grade 12 Level of School in Population 3 Years and Over,education,data/columns/us/census/acs/C14002/C14002016.json
0,Private school Enrolled in grade 9 to grade 12 Level of School in Population 3 Years and Over,education,data/columns/us/census/acs/C14002/C14002017.json
0,Enrolled in college undergraduate years in Population 3 Years and Over,education,data/columns/us/census/acs/C14002/C14002018.json
0,Public school Enrolled in college undergraduate years Level of School in Population 3 Years and Over,education,data/columns/us/census/acs/C14002/C14002019.json
0,Private school Enrolled in college undergraduate years Level of School in Population 3 Years and Over,education,data/columns/us/census/acs/C14002/C14002020.json
0,Enrolled in graduate or professional school in Population 3 Years and Over,education,data/columns/us/census/acs/C14002/C14002021.json
0,Public school Enrolled in graduate or professional school Level of School in Population 3 Years and Over,education,data/columns/us/census/acs/C14002/C14002022.json
0,Private school Enrolled in graduate or professional school Level of School in Population 3 Years and Over,education,data/columns/us/census/acs/C14002/C14002023.json
0,Not enrolled in school in Population 3 Years and Over,education,data/columns/us/census/acs/C14002/C14002024.json
