weight,name,tags,path
0,Foreign-born Population in Puerto Rico Excluding Population Born at Sea,place of birth,data/columns/us/census/acs/B05006PR/B05006PR001.json
0,Europe in Foreign-born Population in Puerto Rico Excluding Population Born at Sea,place of birth,data/columns/us/census/acs/B05006PR/B05006PR002.json
0,Northern Europe Europe Place of Birth in Foreign-born Population in Puerto Rico Excluding Population Born at Sea,place of birth,data/columns/us/census/acs/B05006PR/B05006PR003.json
0,Western Europe Europe Place of Birth in Foreign-born Population in Puerto Rico Excluding Population Born at Sea,place of birth,data/columns/us/census/acs/B05006PR/B05006PR004.json
0,Southern Europe Europe Place of Birth in Foreign-born Population in Puerto Rico Excluding Population Born at Sea,place of birth,data/columns/us/census/acs/B05006PR/B05006PR005.json
0,Spain Europe Place of Birth Southern Europe in Foreign-born Population in Puerto Rico Excluding Population Born at Sea,place of birth,data/columns/us/census/acs/B05006PR/B05006PR006.json
0,Other Southern Europe Europe Place of Birth Southern Europe in Foreign-born Population in Puerto Rico Excluding Population Born at Sea,place of birth,data/columns/us/census/acs/B05006PR/B05006PR007.json
0,Eastern Europe Europe Place of Birth in Foreign-born Population in Puerto Rico Excluding Population Born at Sea,place of birth,data/columns/us/census/acs/B05006PR/B05006PR008.json
0,"Europe, n.e.c. Europe Place of Birth in Foreign-born Population in Puerto Rico Excluding Population Born at Sea",place of birth,data/columns/us/census/acs/B05006PR/B05006PR009.json
0,Asia in Foreign-born Population in Puerto Rico Excluding Population Born at Sea,place of birth,data/columns/us/census/acs/B05006PR/B05006PR010.json
0,Eastern Asia Asia Place of Birth in Foreign-born Population in Puerto Rico Excluding Population Born at Sea,place of birth,data/columns/us/census/acs/B05006PR/B05006PR011.json
0,China Asia Place of Birth Eastern Asia in Foreign-born Population in Puerto Rico Excluding Population Born at Sea,place of birth,data/columns/us/census/acs/B05006PR/B05006PR012.json
