weight,name,tags,path
0,Total Asian Alone Population,race,data/columns/us/census/acs/B02015/B02015001.json
0,Asian Indian in Asian Alone Population,race,data/columns/us/census/acs/B02015/B02015002.json
0,Bangladeshi in Asian Alone Population,race,data/columns/us/census/acs/B02015/B02015003.json
0,Bhutanese in Asian Alone Population,race,data/columns/us/census/acs/B02015/B02015004.json
0,Burmese in Asian Alone Population,race,data/columns/us/census/acs/B02015/B02015005.json
0,Cambodian in Asian Alone Population,race,data/columns/us/census/acs/B02015/B02015006.json
0,"Chinese, except Taiwanese in Asian Alone Population",race,data/columns/us/census/acs/B02015/B02015007.json
0,Filipino in Asian Alone Population,race,data/columns/us/census/acs/B02015/B02015008.json
0,Hmong in Asian Alone Population,race,data/columns/us/census/acs/B02015/B02015009.json
0,Indonesian in Asian Alone Population,race,data/columns/us/census/acs/B02015/B02015010.json
0,Japanese in Asian Alone Population,race,data/columns/us/census/acs/B02015/B02015011.json
0,Korean in Asian Alone Population,race,data/columns/us/census/acs/B02015/B02015012.json
0,Laotian in Asian Alone Population,race,data/columns/us/census/acs/B02015/B02015013.json
0,Malaysian in Asian Alone Population,race,data/columns/us/census/acs/B02015/B02015014.json
0,Mongolian in Asian Alone Population,race,data/columns/us/census/acs/B02015/B02015015.json
0,Nepalese in Asian Alone Population,race,data/columns/us/census/acs/B02015/B02015016.json
0,Okinawan in Asian Alone Population,race,data/columns/us/census/acs/B02015/B02015017.json
0,Pakistani in Asian Alone Population,race,data/columns/us/census/acs/B02015/B02015018.json
0,Sri Lankan in Asian Alone Population,race,data/columns/us/census/acs/B02015/B02015019.json
0,Taiwanese in Asian Alone Population,race,data/columns/us/census/acs/B02015/B02015020.json
0,Thai in Asian Alone Population,race,data/columns/us/census/acs/B02015/B02015021.json
0,Vietnamese in Asian Alone Population,race,data/columns/us/census/acs/B02015/B02015022.json
0,"Other Asian, specified in Asian Alone Population",race,data/columns/us/census/acs/B02015/B02015023.json
0,"Other Asian, not specified in Asian Alone Population",race,data/columns/us/census/acs/B02015/B02015024.json
0,Two or more Asian in Asian Alone Population,race,data/columns/us/census/acs/B02015/B02015025.json
