weight,name,tags,path
0,Nonfamily Households,roommates|age|sex|families|income,data/columns/us/census/acs/B19215/B19215001.json
0,Nonfamily Households,roommates|age|sex|families|income,data/columns/us/census/acs/B19215/B19215002.json
0,Total (dollars),roommates|age|sex|families|income,data/columns/us/census/acs/B19215/B19215003.json
0,Householder 15 to 64 years (dollars),roommates|age|sex|families|income,data/columns/us/census/acs/B19215/B19215004.json
0,Householder 65 years and over (dollars),roommates|age|sex|families|income,data/columns/us/census/acs/B19215/B19215005.json
0,Total (dollars),roommates|age|sex|families|income,data/columns/us/census/acs/B19215/B19215006.json
0,Householder 15 to 64 years (dollars),roommates|age|sex|families|income,data/columns/us/census/acs/B19215/B19215007.json
0,Householder 65 years and over (dollars),roommates|age|sex|families|income,data/columns/us/census/acs/B19215/B19215008.json
0,Nonfamily Households,roommates|age|sex|families|income,data/columns/us/census/acs/B19215/B19215009.json
0,Total (dollars),roommates|age|sex|families|income,data/columns/us/census/acs/B19215/B19215010.json
0,Householder 15 to 64 years (dollars),roommates|age|sex|families|income,data/columns/us/census/acs/B19215/B19215011.json
0,Householder 65 years and over (dollars),roommates|age|sex|families|income,data/columns/us/census/acs/B19215/B19215012.json
0,Total (dollars),roommates|age|sex|families|income,data/columns/us/census/acs/B19215/B19215013.json
0,Householder 15 to 64 years (dollars),roommates|age|sex|families|income,data/columns/us/census/acs/B19215/B19215014.json
0,Householder 65 years and over (dollars),roommates|age|sex|families|income,data/columns/us/census/acs/B19215/B19215015.json
