weight,name,tags,path
0,Margin of error for Response Rate in Population in Group Quarters,technical|group quarters,data/columns/us/census/acs/B98022/moe/B98022001.json
0,Margin of error for Nonresponse Rate in Population in Group Quarters,technical|group quarters,data/columns/us/census/acs/B98022/moe/B98022002.json
0,Margin of error for Group Quarters Person Refusal Nonresponse Rate Group Quarters Population Response and Nonresponse Rates With Reasons in Population in Group Quarters,technical|group quarters,data/columns/us/census/acs/B98022/moe/B98022003.json
0,Margin of error for Unable To Locate Group Quarters Person Nonresponse Rate Group Quarters Population Response and Nonresponse Rates With Reasons in Population in Group Quarters,technical|group quarters,data/columns/us/census/acs/B98022/moe/B98022004.json
0,Margin of error for Resident Temporarily Absent Nonresponse Rate Group Quarters Population Response and Nonresponse Rates With Reasons in Population in Group Quarters,technical|group quarters,data/columns/us/census/acs/B98022/moe/B98022005.json
0,Margin of error for Language Problem Nonresponse Rate Group Quarters Population Response and Nonresponse Rates With Reasons in Population in Group Quarters,technical|group quarters,data/columns/us/census/acs/B98022/moe/B98022006.json
0,Margin of error for Insufficient Data Nonresponse Rate Group Quarters Population Response and Nonresponse Rates With Reasons in Population in Group Quarters,technical|group quarters,data/columns/us/census/acs/B98022/moe/B98022007.json
0,Margin of error for Group Quarters Person Other Reason Nonresponse Rate Group Quarters Population Response and Nonresponse Rates With Reasons in Population in Group Quarters,technical|group quarters,data/columns/us/census/acs/B98022/moe/B98022008.json
0,Margin of error for Whole Group Quarters Refusal Nonresponse Rate Group Quarters Population Response and Nonresponse Rates With Reasons in Population in Group Quarters,technical|group quarters,data/columns/us/census/acs/B98022/moe/B98022009.json
0,Margin of error for Whole Group Quarters Other Reason Nonresponse Rate Group Quarters Population Response and Nonresponse Rates With Reasons in Population in Group Quarters,technical|group quarters,data/columns/us/census/acs/B98022/moe/B98022010.json
